crop,state,costofcultivation/hectarea2fl,costofcultivation/hectarec2,costofproduction/quintalc2,yieldquintal/hectare,production200607,production200708,production200809,production200910,production201011,area200607,area200708,area200809,area200910,area201011,yield200607,yield200708,yield200809,yield200910,yield201011,variety,season/durationindays,unnamed4,200405,200506,200607,200708,200809,200910,201011,201112,frequency,unit,31993,31994,31995,31996,31997,31998,31999,32000,32001,32002,32003,32004,32005,32006,32007,32008,32009,32010,32011,32012,32013,32014
agricultural production plantation crops coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Unit mn,,,,,13061.0,12717.0,12536.0,12129.0,12597.0,12963.0,12535.0,12178.0,12833.0,14811.0,,,,,,,,
agricultural production plantation crops cashewnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,0.418,0.43,0.36,0.46,0.52,0.45,0.47,0.5,0.535,0.544,,,,,,,,,
agricultural production major crops target rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,93.0,93.5,87.8,92.8,93.0,97.0,100.5,102.0,102.0,104.0,
agricultural production major crops target wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,78.0,79.5,75.53,75.53,75.5,78.5,79.0,82.0,84.0,88.0,
agricultural production major crops target coarse cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,34.0,36.8,36.52,36.52,37.5,42.0,43.1,44.0,42.0,44.0,
agricultural production major crops target pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,15.0,15.3,15.15,15.15,15.5,15.5,16.5,16.5,17.0,18.24,
agricultural production major crops target foodgrains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,220.0,225.1,215.0,220.0,221.5,233.0,239.1,244.5,245.0,254.24,
agricultural production major crops target oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,24.7,26.2,26.58,29.4,30.0,31.75,31.6,33.2,33.6,33.5,
agricultural production major crops target sugarcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,320.0,270.0,237.5,270.0,310.0,340.0,340.0,315.0,350.0,352.0,
agricultural production major crops target cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,15.0,15.0,16.5,18.5,22.0,26.0,26.0,26.0,34.0,35.0,
agricultural production major crops target jute and mesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,12.0,11.8,11.28,11.28,11.0,11.0,11.2,11.5,12.3,12.0,
agricultural production major crops achievements rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,88.53,83.13,91.79,93.35,96.69,99.18,89.09,95.98,104.32,104.4,
agricultural production major crops achievements wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,72.15,68.64,69.35,75.81,78.57,80.68,80.8,86.87,93.9,92.46,
agricultural production major crops achievements coarse cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,37.6,33.46,34.06,33.92,40.76,40.03,33.55,43.68,42.01,40.06,
agricultural production major crops achievements pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,14.91,13.13,13.39,14.2,14.76,14.57,14.66,18.24,17.21,18.45,
agricultural production major crops achievements foodgrains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,213.19,198.36,208.59,217.28,230.78,234.47,218.11,244.78,257.44,255.36,
agricultural production major crops achievements oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,25.19,24.35,27.98,24.29,29.76,27.72,24.88,32.48,30.01,31.01,
agricultural production major crops achievements sugarcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,233.86,237.09,281.17,355.52,348.19,285.03,292.3,342.38,357.67,338.96,
agricultural production major crops achievements cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,13.73,16.43,18.5,22.63,25.88,22.28,24.02,33.0,35.2,34.0,
agricultural production major crops achievements jute and mesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,11.17,10.27,10.84,11.27,11.21,10.37,11.82,10.62,11.57,11.3,
agricultural production area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,,120.08,121.6,123.71,124.07,122.85,121.34,126.67,124.75,120.8,126.2
agricultural production volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,213.19,198.36,208.6,217.28,230.78,234.47,218.11,244.5,259.29,255.36,
agricultural production yield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,,1652.0,1715.0,1756.0,1860.0,1909.0,1798.0,1930.0,2078.0,2128.0,2095.0
agricultural production kharif area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,,72.26,72.72,72.67,73.58,71.45,69.51,72.42,72.08,67.7,69.4
agricultural production kharif volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,117.0,103.31,109.87,110.58,121.0,118.18,104.0,120.9,131.27,128.2,
agricultural production kharif yield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,,1430.0,1511.0,1522.0,1644.0,1654.0,1496.0,1669.0,1822.0,1892.0,1864.0
agricultural production rabi area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,,47.82,48.88,51.04,50.49,51.39,51.83,54.25,52.67,53.1,56.8
agricultural production rabi volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,96.19,95.05,98.73,106.71,109.77,116.28,114.11,123.6,128.01,127.16,
agricultural production rabi yield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,,1988.0,2020.0,2091.0,2174.0,2263.0,2202.0,2278.0,2430.0,2431.0,2378.0
agriculture production foodgrains area 5 yr avg foodgrains total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,122.0,120.8,120.8,120.35,120.54,122.58,122.46,122.71,123.74,123.93,,
agriculture production foodgrains area 5 yr avg foodgrains kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,74.1,72.7,73.3,72.64,72.33,73.33,72.53,71.97,71.94,71.81,,
agriculture production foodgrains area 5 yr avg foodgrains rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,47.9,48.1,47.5,47.71,48.21,49.25,49.93,50.74,51.8,52.13,,
agriculture production foodgrains area 5 yr avg foodgrains coarse cereals total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,29.8,29.0,29.4,29.08,28.91,29.22,28.54,28.28,28.15,27.67,,
agriculture production foodgrains area 5 yr avg foodgrains coarse cereals kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,23.1,22.5,22.9,22.65,22.55,22.96,22.22,21.97,21.86,21.51,,
agriculture production foodgrains area 5 yr avg foodgrains coarse cereals rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,6.7,6.5,6.5,6.43,6.36,6.25,6.32,6.31,6.29,6.16,,
agriculture production foodgrains area 5 yr avg foodgrains coarse cereals rice total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,44.8,43.9,43.7,42.85,42.63,43.18,43.77,43.77,43.61,43.65,,
agricultural production foodgrains area 5 yr avg foodgrains coarse cereals rice kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,40.6,39.9,39.9,39.12,38.91,39.2,39.51,39.36,39.11,39.22,,
agriculture production foodgrains area 5 yr avg foodgrains coarse cereals rice rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,4.2,4.0,3.8,3.73,3.72,3.98,4.26,4.41,4.5,4.43,,
agriculture production foodgrains area 5 yr avg foodgrains coarse cereals wheat rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,26.4,26.4,26.3,26.2,26.53,27.1,27.33,27.75,28.26,28.64,,
agriculture production foodgrains area 5 yr avg foodgrains coarse cereals jowar total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,10.0,9.8,9.7,9.24,8.97,8.67,8.31,8.05,7.79,7.34,,
agriculture production foodgrains area 5 yr avg foodgrains coarse cereals jowar kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,4.7,4.7,4.6,4.21,4.06,3.91,3.6,3.43,3.29,3.06,,
agriculture production foodgrains area 5 yr avg foodgrains coarse cereals jowar rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,5.3,5.1,5.1,5.03,4.91,4.75,4.71,4.62,4.5,4.28,,
agriculture production foodgrains area 5 yr avg foodgrains coarse cereals bajra kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,9.4,9.0,9.3,9.34,9.33,9.7,9.33,9.26,9.27,9.12,,
agriculture production foodgrains area 5 yr avg foodgrains coarse cereals maize total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,6.6,6.5,6.7,7.12,7.38,7.67,7.84,8.01,8.2,8.38,,
agriculture production foodgrains area 5 yr avg foodgrains coarse cereals maize kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,5.9,5.8,6.0,6.37,6.58,6.8,6.87,6.96,7.06,7.15,,
agriculture production foodgrains area 5 yr avg foodgrains coarse cereals maize rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,0.7,0.7,0.7,0.75,0.8,0.87,0.97,1.05,1.14,1.23,,
agriculture production foodgrains area 5 yr avg foodgrains pulses total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,21.0,21.4,21.5,22.22,22.46,23.09,22.81,22.92,23.73,23.97,,
agriculture production foodgrains area 5 yr avg foodgrains pulses kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,10.4,10.2,10.6,10.87,10.86,11.17,10.79,10.65,10.98,11.08,,
agriculture production foodgrains area 5 yr avg foodgrains pulses rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,10.6,11.2,10.9,11.35,11.6,11.92,12.02,12.27,12.75,12.9,,
agriculture production foodgrains area 5 yr avg foodgrains pulses tur kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,3.5,3.4,3.5,3.46,3.51,3.58,3.55,3.54,3.7,3.79,,
agriculture production foodgrains area 5 yr avg foodgrains pulses gram rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,5.8,6.4,6.2,6.6,6.82,7.15,7.31,7.61,8.06,8.22,,
agriculture production foodgrains area 5 yr avg oilseeds nine oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,23.3,23.4,23.0,24.63,25.41,26.45,27.23,26.92,26.79,26.75,,
agriculture production foodgrains area 5 yr avg oilseeds nine oilseeds groundnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,6.6,6.6,6.3,6.31,6.18,6.25,6.29,6.06,5.88,5.81,,
agriculture production foodgrains area 5 yr avg oilseeds nine oilseeds rapeseed and mustard rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,5.2,5.3,5.1,5.93,6.27,6.53,6.7,6.36,6.28,6.1,,
agriculture production foodgrains area 5 yr avg oilseeds nine oilseeds soyabean kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,6.3,6.3,6.3,6.86,7.25,7.81,8.4,8.83,9.21,9.57,,
agriculture production foodgrains area 5 yr avg oilseeds nine oilseeds sunflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,1.2,1.4,1.4,1.86,2.06,2.12,2.08,1.94,1.66,1.37,,
agriculture production foodgrains area 5 yr avg other cash crops cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,8.8,8.7,8.3,8.37,8.38,8.72,9.09,9.35,9.87,10.47,,
agriculture production foodgrains area 5 yr avg other cash crops jute and mesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,1.0,1.0,1.0,0.98,0.96,0.94,0.465,0.92,0.91,0.91,,
agriculture production foodgrains area 5 yr avg other cash crops onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,0.5,0.5,0.5,0.52,0.55,0.62,0.62,,,,,
agriculture production foodgrains area 5 yr avg other cash crops potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,1.3,1.3,1.3,1.31,1.37,1.41,1.41,,,,,
agriculture production foodgrains area 5 yr avg other cash crops sugarcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,4.3,4.3,4.3,4.15,4.29,4.4,4.5,4.6,4.74,4.71,,
agriculture production foodgrains production foodgrains total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,206.2,199.4,201.5,201.56,202.44,213.64,217.9,221.85,229.08,237.42,,
agriculture production foodgrains production foodgrains kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,106.4,101.9,104.7,105.9,105.6,112.34,112.57,112.7,114.99,119.06,,
agriculture production foodgrains production foodgrains rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,99.8,97.5,96.8,95.66,96.84,101.3,105.33,109.15,114.09,118.36,,
agriculture production foodgrains production foodgrains coarse cereals total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,31.8,30.5,31.8,32.92,33.02,35.96,36.45,36.46,38.39,39.95,,
agriculture production foodgrains production foodgrains coarse cereals kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,25.0,24.0,25.4,26.4,26.18,28.56,27.83,27.32,28.65,29.96,,
agriculture production foodgrains production foodgrains coarse cereals rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,6.8,6.5,6.4,6.51,6.84,7.4,8.62,9.14,9.74,9.99,,
agriculture production foodgrains production foodgrains coarse cereals rice total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,89.3,85.2,85.6,85.72,85.72,90.7,92.83,94.02,94.87,97.24,,
agricultural production foodgrains production foodgrains coarse cereals rice kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,76.7,73.3,74.4,74.55,74.47,78.39,79.65,80.38,80.9,83.41,,
agriculture production foodgrains production foodgrains coarse cereals rice rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,12.6,11.9,11.2,11.18,11.25,12.31,13.18,13.64,13.97,13.83,,
agriculture production foodgrains production foodgrains coarse cereals wheat rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,72.6,71.0,71.3,69.73,70.34,72.9,74.61,77.04,80.55,84.36,,
agriculture production foodgrains production foodgrains coarse cereals jowar total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,8.0,7.8,7.6,7.22,7.14,7.33,7.44,7.33,7.21,6.97,,
agriculture production foodgrains production foodgrains coarse cereals jowar kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,4.6,4.6,4.5,4.28,4.18,4.16,3.8,3.54,3.42,3.33,,
agriculture production foodgrains production foodgrains coarse cereals jowar rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,3.4,3.2,3.0,2.94,2.96,3.17,3.64,3.79,3.79,3.64,,
agriculture production foodgrains production foodgrains coarse cereals bajra kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,7.0,6.5,7.5,8.15,8.17,9.22,8.58,8.29,8.83,9.2,,
agriculture production foodgrains production foodgrains coarse cereals maize total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,12.3,11.8,12.5,13.64,14.02,15.58,16.53,17.04,18.44,19.78,,
agriculture production foodgrains production foodgrains coarse cereals maize kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,10.4,10.0,10.6,11.38,11.44,12.61,12.88,13.04,13.94,14.93,,
agriculture production foodgrains production foodgrains coarse cereals maize rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,1.9,1.8,1.9,2.26,2.58,2.98,3.65,4.0,4.5,4.85,,
agriculture production foodgrains production foodgrains pulses total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,12.6,12.8,12.8,13.18,13.35,14.08,14.0,14.31,15.28,15.86,,
agriculture production foodgrains production foodgrains pulses tur kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,2.4,2.4,2.4,2.38,2.39,2.57,2.55,2.57,2.6,2.66,,
agriculture production foodgrains production foodgrains pulses gram rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,4.7,5.1,4.9,5.3,5.47,5.77,6.04,6.44,6.97,7.24,,
agriculture production foodgrains production foodgrains pulses kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,4.7,4.7,4.9,4.95,4.94,5.39,5.09,4.99,5.44,5.69,,
agriculture production foodgrains production foodgrains pulses rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,7.9,8.1,7.9,8.24,8.41,8.69,8.91,9.32,9.84,10.17,,
agriculture production foodgrains production oilseeds nine oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,20.0,19.9,20.0,22.6,23.33,26.31,26.82,26.92,27.82,28.93,,
agriculture production foodgrains production oilseeds nine oilseeds groundnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,6.3,6.4,6.2,6.81,6.38,7.39,7.2,6.93,6.98,7.4,,
agriculture production foodgrains production oilseeds nine oilseeds rapeseed and mustard rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,5.0,4.9,5.0,6.2,6.67,7.06,7.24,7.04,7.05,6.89,,
agriculture production foodgrains production oilseeds nine oilseeds soyabean kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,6.1,6.0,6.2,6.72,7.29,8.56,8.97,9.59,10.49,11.16,,
agriculture production foodgrains production oilseeds nine oilseeds sunflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,0.7,0.8,0.8,1.02,1.13,1.25,1.29,1.23,1.07,0.93,,
agriculture production foodgrains production other cash crops cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,10.4,10.4,10.7,13.46,15.98,19.43,21.14,22.66,25.56,28.08,,
agriculture production foodgrains production other cash crops jute and mesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,10.9,10.8,11.1,11.05,10.97,10.95,15.525,11.1,11.06,11.08,,
agriculture production foodgrains production other cash crops onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,4.7,4.8,4.7,6.08,6.54,7.81,7.81,,,,,
agriculture production foodgrains production other cash crops potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,23.8,23.6,23.5,23.56,23.19,24.25,24.25,,,,,
agriculture production foodgrains production other cash crops sugarcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,298.5,298.5,283.4,267.34,279.01,291.17,301.4,312.44,324.68,325.79,,
agriculture production foodgrains yield foodgrains total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,1690.0,1651.0,1668.0,1675.0,1679.0,1743.0,1779.0,1808.0,1851.0,1916.0,,
agriculture production foodgrains yield foodgrains kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,1436.0,1401.0,1429.0,1458.0,1460.0,1532.0,1552.0,1566.0,1598.0,1658.0,,
agriculture production foodgrains yield foodgrains rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,2084.0,2029.0,2036.0,2005.0,2009.0,2057.0,2109.0,2151.0,2203.0,2271.0,,
agriculture production foodgrains yield foodgrains coarse cereals total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,1068.0,1049.0,1082.0,1132.0,1142.0,1231.0,1277.0,1290.0,1364.0,1444.0,,
agriculture production foodgrains yield foodgrains coarse cereals kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,1083.0,1064.0,1113.0,1166.0,1161.0,1244.0,1252.0,1244.0,1311.0,1393.0,,
agriculture production foodgrains yield foodgrains coarse cereals rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,1016.0,999.0,976.0,1013.0,1075.0,1183.0,1363.0,1449.0,1548.0,1621.0,,
agriculture production foodgrains yield foodgrains coarse cereals rice total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,1991.0,1938.0,1960.0,2001.0,2011.0,2101.0,2121.0,2148.0,2175.0,2228.0,,
agricultural production foodgrains yield foodgrains coarse cereals rice kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,1888.0,1835.0,1867.0,1906.0,1914.0,2000.0,2016.0,2042.0,2068.0,2127.0,,
agriculture production foodgrains yield foodgrains coarse cereals rice rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,2982.0,2972.0,2932.0,2996.0,3027.0,3093.0,3097.0,3092.0,3104.0,3122.0,,
agriculture production foodgrains yield foodgrains coarse cereals wheat rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,2753.0,2692.0,2716.0,2662.0,2651.0,2690.0,2730.0,2777.0,2850.0,2946.0,,
agriculture production foodgrains yield foodgrains coarse cereals jowar total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,799.0,803.0,781.0,782.0,796.0,845.0,896.0,911.0,925.0,949.0,,
agriculture production foodgrains yield foodgrains coarse cereals jowar kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,965.0,989.0,995.0,1018.0,1029.0,1062.0,1055.0,1034.0,1039.0,1087.0,,
